35.136,3,0.97399,5.4378,1,2.7673
44.878,4,0.87947,3.3751,1.0099,2.862
28.805,4,0.53172,5.5909,1.0198,2.6986
21.587,3,0.5608,1.8146,1.0297,2.6238
14.221,4,0.57075,1.9442,1.0396,2.5474
35.77,2,0.50652,2.3227,1.0495,2.7602
23.131,3,0.85441,2.7979,1.0594,2.6312
30.704,4,0.21582,3.068,1.0693,2.7042
39.692,3,0.56531,3.9593,1.0792,2.7914
29.392,4,0.26249,1.7005,1.0891,2.6858
22.13,0,0.89271,2.3149,1.099,2.6105
38.554,5,0.83715,5.1116,1.1089,2.7721
51.627,1,0.88011,1.7999,1.1188,2.9001
42.063,4,0.33553,3.2028,1.1287,2.8019
35.453,4,0.61017,2.9583,1.1386,2.7331
22.148,2,0.79839,2.9461,1.1485,2.5974
2.255,0,0.49684,2.1378,1.1584,2.3958
16.515,1,0.41847,2.9068,1.1683,2.5358
26.507,5,0.70837,2.6368,1.1782,2.6331
33.609,3,0.53287,2.0962,1.1881,2.7014
25.818,1,0.25899,2.311,1.198,2.6209
28.529,5,0.30345,2.0573,1.2079,2.6454
34.693,5,0.20733,2.5121,1.2178,2.7044
44.502,3,0.71586,2.7798,1.2277,2.7998
39.81,4,0.67135,4.3678,1.2376,2.7503
35.634,4,0.69322,3.1671,1.2475,2.7059
20.415,2,0.47197,2.3563,1.2574,2.5511
28.234,2,0.38203,4.8844,1.2673,2.6267
44.311,8,0.2994,3.6361,1.2772,2.7848
30.526,4,0.49933,2.4752,1.2871,2.6444
16.339,3,0.31088,2.155,1.297,2.4999
18.849,4,0.72411,3.6552,1.3069,2.5224
5.5319,2,0.33152,2.7657,1.3168,2.3866
32.82,3,0.54472,3.7338,1.3267,2.6569
32.842,0,0.070743,2.7976,1.3366,2.6545
26.327,3,0.55971,3.3844,1.3465,2.5868
35.989,5,0.93789,3.2141,1.3564,2.6808
50.01,5,0.55402,4.3217,1.3663,2.8184
49.357,2,0.047964,3.3561,1.3762,2.8093
21.787,1,0.90066,2.5142,1.3861,2.531
20.064,5,0.5913,3.9358,1.396,2.5112
11.089,4,0.3019,3.8989,1.4059,2.4188
8.3964,5,0.42702,2.7781,1.4158,2.3893
25.253,8,0.064143,4.4141,1.4257,2.5553
41.661,4,0.18163,2.7689,1.4356,2.7168
47.494,2,0.078587,2.992,1.4455,2.7726
34.43,4,0.36277,3.2457,1.4554,2.6394
20.516,1,0.32676,3.2664,1.4653,2.4977
40.517,6,0.55344,4.8081,1.4752,2.6951
28.528,6,0.38822,3.2935,1.4851,2.5727
41.847,3,0.0012418,2.8848,1.495,2.7033
34.324,0,0.65887,2.244,1.505,2.6255
39.462,4,0.83749,4.478,1.5149,2.6743
32.185,4,0.15145,1.3126,1.5248,2.599
13.781,2,0.49741,3.1847,1.5347,2.4124
10.894,3,0.49324,4.3304,1.5446,2.381
22.486,3,0.0011612,1.7894,1.5545,2.4944
10.348,3,0.90168,5.7311,1.5644,2.3705
24.297,1,0.92476,1.3352,1.5743,2.5074
34.307,1,0.5442,4.2048,1.5842,2.605
31.925,3,0.49534,1.9139,1.5941,2.5786
17.312,0,0.51472,4.5712,1.604,2.43
37.865,0,0.78422,2.7091,1.6139,2.633
26.943,0,0.47335,3.4779,1.6238,2.5212
25.736,1,0.5147,2.8038,1.6337,2.5066
17.7,0,0.58115,3.1181,1.6436,2.4237
41.346,2,0.47934,3.1864,1.6535,2.6577
19.506,4,0.018102,2.6478,1.6634,2.4368
14.783,3,0.98893,1.8459,1.6733,2.387
9.6474,1,0.46635,2.7383,1.6832,2.3332
30.593,1,0.17378,5.3986,1.6931,2.5401
37.36,5,0.87923,2.0378,1.703,2.6053
37.042,4,0.68916,4.2272,1.7129,2.5996
16.497,7,0.4838,4.1704,1.7228,2.3916
38.435,2,0.86546,2.1238,1.7327,2.6085
27.542,6,0.27374,1.555,1.7426,2.4971
13.185,3,0.96912,2.8669,1.7525,2.351
38.536,2,0.42019,2.6314,1.7624,2.602
27.234,4,0.4974,3.4621,1.7723,2.4865
30.077,4,0.24545,3.4227,1.7822,2.5125
40.146,3,0.0098453,3.1339,1.7921,2.6107
32.552,5,0.72181,2.5124,1.802,2.5323
11.622,6,0.05257,5.4829,1.8119,2.3205
31.934,4,0.86421,1.752,1.8218,2.5211
39.495,5,0.47793,4.6827,1.8317,2.5943
38.848,2,0.2441,5.154,1.8416,2.5853
11.543,0,0.64839,2.7708,1.8515,2.3098
21.787,2,0.67135,3.5165,1.8614,2.4098
49.983,2,0.99578,4.3965,1.8713,2.6893
30.025,6,0.26953,2.5334,1.8812,2.4872
40.065,4,0.45384,4.264,1.8911,2.5852
23.972,2,0.14409,3.6624,1.901,2.4218
36.301,2,0.17453,2.8014,1.9109,2.5426
20.368,1,0.62823,3.7157,1.9208,2.3808
22.586,3,0.44726,1.7665,1.9307,2.4006
20.376,3,0.65123,2.875,1.9406,2.376
21.416,3,0.37478,5.7505,1.9505,2.384
20.8,5,0.62916,4.2488,1.9604,2.3754
31.662,6,0.35745,3.1824,1.9703,2.4815
21.059,2,0.86738,1.995,1.9802,2.3731
31.909,5,0.96204,1.5351,1.9901,2.4791
27.084,3,0.32789,2.8012,2,2.4285
30.481,2,0.14872,3.7268,2.0099,2.46
52.422,2,0.33794,2.7892,2.0198,2.677
16.803,1,0.2092,5.2572,2.0297,2.3184
31.447,3,0.27401,3.2853,2.0396,2.4624
22.817,5,0.70878,3.0099,2.0495,2.3737
30.856,3,0.010226,3.9562,2.0594,2.4516
41.551,4,0.644,4.8375,2.0693,2.5562
50.993,3,0.44339,1.9431,2.0792,2.6482
28.312,2,0.67796,5.1563,2.0891,2.4189
28.544,5,0.73346,1.181,2.099,2.4189
8.3687,2,0.64192,4.8396,2.1089,2.2147
17.21,2,0.37995,4.0028,2.1188,2.3007
23.49,0,0.98852,2.2499,2.1287,2.3611
28.424,2,0.17631,3.6405,2.1386,2.408
23.732,3,0.03564,3.8102,2.1485,2.3587
33.504,3,0.51914,4.832,2.1584,2.454
50.441,2,0.99549,3.5717,2.1683,2.621
33.549,5,0.39979,3.0002,2.1782,2.4497
21.533,1,0.52708,5.2078,2.1881,2.3272
41.802,5,0.99757,2.9833,2.198,2.5275
34.073,7,0.99961,2.8324,2.2079,2.4478
28.483,2,0.94648,5.0846,2.2178,2.3895
15.749,0,0.22893,2.0178,2.2277,2.2598
36.355,1,0.5802,2.617,2.2376,2.4635
20.133,6,0.70209,3.6179,2.2475,2.2989
45.087,3,0.86962,4.7131,2.2574,2.5461
21.826,3,0.22109,1.6237,2.2673,2.3111
28.734,2,0.37425,3.2027,2.2772,2.3778
15.548,1,0.4096,4.1347,2.2871,2.2436
25.918,5,0.18163,2.2174,2.297,2.3449
50.451,4,0.34067,2.2729,2.3069,2.5879
4.8183,1,0.68957,2.6527,2.3168,2.1292
27.212,6,0.26574,3.8008,2.3267,2.3508
23.847,2,0.70846,2.9985,2.3366,2.3148
18.62,0,0.95763,3.8981,2.3465,2.2602
20.637,1,0.20372,3.5737,2.3564,2.278
38.738,3,0.76289,4.5325,2.3663,2.4566
46.087,3,0.25266,4.8476,2.3762,2.5278
26.908,1,0.19835,2.8022,2.3861,2.3337
26.377,0,0.20796,1.741,2.396,2.326
19.221,3,0.052378,4.7759,2.4059,2.2521
30.564,2,0.0232,3.5874,2.4158,2.3632
37.633,5,0.97503,1.8133,2.4257,2.4316
31.312,3,0.71774,3.4961,2.4356,2.366
48.023,6,0.19731,4.1998,2.4455,2.5308
28.086,2,0.32097,2.9394,2.4554,2.3291
18.659,4,0.72108,1.9366,2.4653,2.2325
25.033,4,0.54198,5.6757,2.4752,2.2939
13.362,3,0.6699,4.2491,2.4851,2.1749
24.639,4,0.10433,2.6365,2.495,2.2854
19.15,5,0.41471,3.2153,2.505,2.2282
34.012,1,0.2248,2.8742,2.5149,2.3745
36.273,3,0.042642,3.5119,2.5248,2.3948
38.801,2,0.61571,3.0719,2.5347,2.4178
25.585,2,0.12607,4.2284,2.5446,2.2833
36.017,2,0.75497,4.5087,2.5545,2.3853
44.517,0,0.44849,5.0513,2.5644,2.468
15.293,1,0.55701,3.3946,2.5743,2.1735
22.787,4,0.61606,3.1977,2.5842,2.2461
26.521,3,0.77409,3.3255,2.5941,2.2812
38.669,1,0.64245,3.8433,2.604,2.4003
41.794,1,0.34106,3.9392,2.6139,2.4293
17.52,0,0.48114,3.0217,2.6238,2.1843
23.454,2,0.40331,2.1643,2.6337,2.2413
31.196,1,0.38586,2.3519,2.6436,2.3165
28.472,3,0.86599,1.9752,2.6535,2.287
26.181,4,0.78922,2.9698,2.6634,2.2618
5.7804,5,0.91105,2.3053,2.6733,2.0555
50.31,2,0.17607,3.2989,2.6832,2.4985
31.053,2,0.52677,4.5471,2.6931,2.3037
40.567,1,0.79201,3.4421,2.703,2.3966
39.688,6,0.16367,4.0459,2.7129,2.3855
33.062,3,0.99781,3.125,2.7228,2.317
31.457,2,0.94231,2.2327,2.7327,2.2987
30.295,3,0.17759,3.8943,2.7426,2.2848
31.901,4,0.089851,3.1519,2.7525,2.2986
43.361,3,0.25544,3.2139,2.7624,2.4109
26.369,2,0.11198,5.2426,2.7723,2.2388
26.68,3,0.68246,2.3998,2.7822,2.2396
33.846,0,0.9255,5.1318,2.7921,2.309
12.685,5,0.21516,4.7063,2.802,2.0952
40.841,2,0.42165,2.4249,2.8119,2.3745
22.826,1,0.045625,3.9679,2.8218,2.1921
42.566,6,0.30052,3.4797,2.8317,2.3873
47.029,5,0.28859,5.2918,2.8416,2.4297
33.158,2,0.64789,3.608,2.8515,2.2887
35.071,1,0.63832,1.6799,2.8614,2.3056
31.103,5,0.34859,5.5909,2.8713,2.2637
36.105,5,0.19208,4.3887,2.8812,2.3115
28.61,7,0.49129,3.7942,2.8911,2.2343
25.379,5,0.37617,2.0168,2.901,2.1998
31.981,1,0.36349,3.257,2.9109,2.2636
19.656,4,0.17925,1.5244,2.9208,2.1381
28.996,2,0.52858,2.5091,2.9307,2.2293
26.316,5,0.92643,3.6531,2.9406,2.2003
28.868,3,0.67559,3.0249,2.9505,2.2236
32.642,3,0.67224,3.124,2.9604,2.2591
38.081,3,0.34551,3.2151,2.9703,2.3113
23.543,3,0.22127,2.7772,2.9802,2.1637
39.821,2,0.28584,4.4104,2.9901,2.3243
38.916,4,0.37382,4.4964,3,2.313
38.434,2,0.73438,3.0021,3.0099,2.306
27.485,7,0.71607,2.5504,3.0198,2.1943
